sentenceID,clabel,cprob,consequent,gold_consequent,alabel,aprob,antecedent,gold_antecedent
200172,1,100,"would've been a beautiful, beautiful sight folks","that would've been a beautiful, beautiful sight folks",0,25,"some of those wonderful people had guns strapped right here to their waist, or to their ankle","if some of those wonderful people had guns strapped right here to their waist, or to their ankle, and this sonovabitch comes out and starts shooting, and one of the people in that room happens to have it and goes 'boom"
200173,1,100,would you do,what would you do,0,25,you were Britain,If you were Britain
200174,1,100,would have been able to slip his airliner gently into the Hudson with,he would have been able to slip his airliner gently into the Hudson with no damage,1,75,"had he been provided actual hand-on simulator training in water landings, he",I am certain that had he been provided actual hand-on simulator training in water landings
200175,1,100,"would be stunned to learn that Mr Kurras, now 81,","she would be stunned to learn that Mr Kurras, now 81, had been a long-time agent of East Germany's secret police, the Stasi",1,10,Had she lived,Had she lived
200176,1,100,putting in your eight hours a day without checking your smartphone over dinner and taking calls in,work wouldn't have preyed on your mind and ate into personal time,0,25,"checking your smartphone over dinner and taking calls in the evening, which is actually impossible for you, work wouldn't have preyed on your mind and ate into personal time.",putting in your eight hours a day without checking your smartphone over dinner and taking calls in the evening
200177,1,100,wouldn't be dealing with,it wouldn't be dealing with the same challenge it is today,1,10,even a year ago,If Canadian Solar had launched a yieldco earlier this year -- or even a year ago
200178,1,100,would be more sympathetic to Mr Renzi if there,they would be more sympathetic to Mr Renzi,0,25,there were more reforms on his agenda,if there were more reforms on his agenda
200179,1,100,I just don't think that's the case.,{},0,25,"wish there was an omniscient, benevolent personal creator God who cares about everyone and everything simultaneously yet individually","I wish there was an omniscient, benevolent personal creator God"
200180,1,100,would have been the best way to study the issue,that would have been the best way to study the issue,1,100,weren't identical,The groups weren't identical
200181,1,100,should have had since he was elected in,{},1,75,had since he was elected in 2012,Cruz as we should have had since he was elected in 2012
200182,1,100,wouldn' t,it wouldn' take impeachment for us to get the information,1,100,a perfect world,In a perfect world
200183,1,100,would have accepted the deal,Repsol would have accepted the deal,1,75,had the offer been in cash and liquid assets Repsol,had the offer been in cash and liquid assets
200184,1,100,"should have turned Afghanistan into a perfect Jeffersonian democracy, ideally with",{},1,100,a special focus on gender equality,"They should have turned Afghanistan into a perfect Jeffersonian democracy, ideally with a special focus on gender equality"
200185,1,100,would never have been reached,the nuclear deal would never have been reached,0,25,we had hegemonic ambitions,If we had hegemonic ambitions
200186,1,100,would come to treatment because it would be boring,nobody would come to treatment,0,25,"we went purely science-based, nobody would come to treatment because it",If we went purely science-based
200187,1,10,'d have called them crazy,I'd have called them crazy,0,25,"someone would have come to me seven years ago and said a company making trendy, luxury purses","if someone would have come to me seven years ago and said a company making trendy, luxury purses could whomp the market with a 1,855% return"
200188,1,100,"would be possible, though,",None of this would be possible,1,100,"were it not for the medical need for personalized patient care, and the enthusiasm of the physicians and surgeons who request the models","were it not for the medical need for personalized patient care, and the enthusiasm of the physicians and surgeons who request the models"
200189,1,100,we would call,"we would call, ""peasant"" origin",1,30,"if we were talking about Europe or Latin America,",if we were talking about Europe or Latin America
